LPPDB Similarity,PDBBind Similarity
0.175233645,0.426267281
0.189189189,1
0.14516129,0.162162162
0.508196721,0.536697248
0.486166008,0.157894737
0.235555556,1
0.983471074,0.990384615
0.166666667,0.98989899
0.160714286,1
0.153846154,0.98989899
0.158415842,0.35483871
0.189189189,1
0.189655172,1
0.160714286,0.984449761
0.171428571,1
0.981012658,0.689252336
0.14,0.535008977
0.14,1
0.809302326,0.147435897
0.233128834,1
0.279792746,0.996453901
0.183333333,0.792592593
0.153846154,0.189189189
0.168711656,0.138888889
0.220930233,1
0.136842105,1
0.166666667,0.178571429
0.288288288,0.995305164
0.138888889,0.160714286
0.155172414,0.135135135
0.366412214,0.229166667
0.2,0.162790698
0.162162162,1
0.551724138,0.157303371
0.272727273,1
0.389534884,1
0.166666667,0.745098039
0.232727273,0.135135135
0.166666667,0.176470588
0.238875878,0.541284404
0.512,0.162162162
1,1
0.487414188,0.152173913
0.234513274,1
0.155378486,1
0.152173913,0.477876106
0.148148148,1
0.255892256,0.287356322
0.22614841,1
0.138297872,1
0.160714286,0.97979798
0.14893617,0.996539792
0.138888889,0.618303571
0.181818182,0.144067797
0.51627907,0.192307692
0.152173913,1
0.508695652,1
0.35472973,0.993442623
0.162162162,0.193548387
0.484848485,1
0.180327869,0.138576779
0.307984791,1
0.148148148,1
0.142857143,1
0.307116105,0.175438596
1,0.161290323
0.165289256,1
0.431095406,0.179104478
0.151515152,0.175
0.144444444,0.128571429
0.621621622,0.180555556
0.291187739,0.98989899
0.161290323,1
0.995975855,0.135135135
0.217081851,1
0.223214286,1
0.209677419,0.339705882
0.192982456,0.252124646
0.206896552,0.137931034
0.193548387,0.536764706
0.492248062,0.916030534
0.191616766,1
0.473563218,0.152173913
0.157303371,0.477722772
1,0.175438596
0.275462963,1
0.51,1
0.935135135,0.19047619
0.906137184,0.161290323
0.502293578,1
0.178571429,1
0.47601476,1
0.266055046,0.997503121
0.502293578,0.162601626
0.157894737,1
0.575317604,0.738823529
0.215328467,0.163043478
1,1
0.455813953,1
0.178571429,1
0.68487395,1
0.484918794,0.99382716
0.964912281,1
0.134328358,1
0.137254902,0.320895522
0.282352941,0.234449761
0.47601476,0.140350877
0.162162162,1
0.995975855,1
0.177777778,0.225806452
1,0.147368421
0.502293578,0.877483444
0.200729927,0.177419355
0.162162162,0.98989899
0.174603175,1
0.157142857,0.862903226
0.211009174,0.2
0.333333333,1
0.14893617,1
0.317829457,1
0.489559165,1
0.148148148,1
1,1
1,0.774305556
0.192857143,1
0.14028777,0.193548387
0.219814241,1
0.176470588,0.14159292
0.161290323,1
0.14516129,1
0.162790698,0.187836798
1,0.161290323
0.166666667,1
0.333333333,0.439949431
0.575688073,0.9975
0.161290323,0.995726496
0.189189189,0.320895522
0.152173913,1
0.446511628,0.943243243
0.185714286,0.149122807
0.861486486,0.420689655
0.43324937,1
0.149122807,0.97979798
0.163934426,1
1,0.96969697
0.209964413,1
0.214814815,0.146341463
0.162790698,1
0.166666667,1
0.247706422,1
0.189189189,0.173913043
1,1
0.196078431,0.216216216
0.153846154,1
0.395555556,1
0.148648649,1
0.43153527,0.137254902
0.234615385,0.661585366
0.61754386,0.162264151
0.429906542,1
0.336283186,0.97979798
0.779904306,0.134615385
0.137931034,0.196428571
0.150943396,1
0.987730061,1
0.203846154,0.144736842
0.710784314,0.996478873
0.13559322,1
0.158301158,0.437810945
0.166666667,0.192474674
0.161290323,0.98989899
0.153846154,0.97972973
0.155172414,0.175438596
0.22972973,0.155172414
0.710784314,0.2875
0.56626506,0.617021277
0.15498155,0.98989899
0.336917563,1
0.555900621,0.225806452
0.151515152,0.705128205
0.333333333,0.998021761
0.154929577,0.987755102
0.193548387,1
0.174904943,0.142857143
0.185074627,1
0.175,0.153846154
0.447552448,0.181818182
0.163636364,1
0.306569343,0.541353383
0.156862745,0.137931034
0.168582375,1
0.164179104,0.149253731
0.161290323,0.859574468
0.173780488,0.175438596
0.5,1
0.40433213,0.891891892
0.192592593,0.175438596
0.148148148,1
0.16,0.222222222
0.3515625,0.175438596
0.138888889,1
0.3515625,1
0.160714286,0.993902439
0.162162162,0.98245614
0.138613861,1
1,1
1,0.563535912
0.332568807,0.161764706
0.14516129,1
0.152173913,1
0.995983936,1
0.153846154,1
0.376146789,0.142857143
0.266094421,1
0.157894737,1
0.161290323,0.161764706
0.576190476,0.998293515
0.19,0.297029703
0.996941896,0.628742515
0.995475113,0.142857143
0.996941896,0.99713467
0.163265306,1
0.152173913,1
0.194444444,0.995169082
0.179487179,1
0.14516129,0.157303371
0.152173913,0.703448276
0.936936937,1
0.193548387,0.99378882
0.559352518,1
0.241299304,0.342342342
0.996941896,1
0.161290323,0.992932862
0.161290323,1
0.183606557,1
0.408536585,0.17000364
0.557939914,0.891891892
0.933333333,1
0.177358491,0.222222222
0.220930233,1
0.447552448,0.202247191
0.412639405,0.997122302
0.414414414,1
0.157303371,0.80239521
0.480357143,1
0.162790698,0.169014085
0.161290323,0.297766749
0.139784946,0.160305344
0.133333333,1
0.206060606,1
0.424332344,0.153846154
0.18487395,0.995215311
0.333333333,1
0.377118644,1
0.157894737,0.177419355
0.205128205,1
0.147058824,0.980769231
0.983471074,1
0.214285714,0.151162791
0.16,0.151785714
0.133333333,0.161290323
0.455813953,0.517571885
0.139534884,1
0.193452381,1
0.455813953,1
0.14,1
0.154545455,0.211111111
0.132075472,0.73880597
0.158730159,0.389655172
0.206060606,0.979020979
0.194244604,0.216216216
0.217391304,0.833333333
0.192982456,0.808823529
0.161290323,0.305186972
0.157894737,0.980769231
0.848214286,0.354166667
0.144927536,0.162162162
0.148387097,1
0.137931034,0.992307692
0.229219144,0.144927536
0.156862745,0.142857143
0.291044776,1
0.166666667,0.477876106
1,1
0.567857143,1
0.175,0.746701847
0.479262673,0.178571429
0.935135135,1
1,0.782477341
0.152777778,0.203007519
0.416,0.176470588
0.166666667,0.175438596
0.443418014,1
0.485294118,1
0.151832461,1
0.166666667,0.150943396
0.25862069,1
0.190265487,0.135135135
0.148148148,1
0.14,0.144230769
0.173076923,1
0.193548387,0.993650794
0.514880952,0.178571429
0.174603175,1
0.162162162,1
0.812356979,1
1,1
0.233128834,0.998130841
0.163636364,0.939393939
0.153846154,0.142857143
0.22265625,1
0.163934426,1
0.1625,1
0.504201681,0.216216216
0.172413793,0.266666667
0.215328467,0.221568627
1,0.175438596
0.554216867,1
0.176258993,0.128205128
0.408602151,1
0.159574468,1
0.252314815,0.137931034
0.166666667,0.97979798
0.239631336,1
0.697674419,0.98989899
0.534883721,1
0.162790698,1
0.381578947,1
0.194444444,0.134615385
0.588516746,1
0.148148148,0.162162162
0.181818182,0.991735537
0.157142857,0.989761092
0.14516129,0.671641791
0.935135135,0.425531915
0.152173913,1
0.414342629,0.834042553
0.177419355,1
0.166666667,0.233333333
0.167192429,0.156626506
0.413793103,1
0.331818182,0.151515152
0.2,0.6421875
0.820276498,1
0.148148148,0.197368421
1,0.722222222
0.587155963,0.142857143
0.183050847,1
0.128205128,0.193548387
0.16091954,0.173913043
0.502293578,1
0.166666667,0.996904025
0.92173913,0.181818182
0.1625,1
0.231231231,0.861111111
0.298701299,0.538666667
0.184848485,1
0.151515152,1
0.151515152,1
0.868312757,1
0.454965358,1
0.133333333,1
0.147058824,0.993710692
0.261363636,0.189189189
0.16,1
0.200729927,0.447963801
0.455813953,0.610062893
0.15,1
0.176470588,1
1,1
0.224852071,0.147058824
0.14516129,1
0.180811808,0.159663866
0.996941896,1
0.18,0.971098266
0.456876457,0.171428571
0.2,0.230769231
0.410958904,1
1,0.98989899
0.203065134,0.25093633
0.155172414,0.148148148
0.14893617,0.549048316
0.603174603,1
0.508403361,0.133333333
0.177777778,1
1,0.998751561
0.669201521,1
0.155172414,1
0.902350814,0.996835443
0.173076923,1
0.161290323,0.993421053
0.140350877,0.180327869
0.151162791,0.217391304
0.405405405,0.316069057
0.178988327,1
0.14028777,1
0.476415094,1
0.258181818,0.151515152
0.138297872,1
0.995975855,0.208333333
0.162790698,0.163043478
0.444444444,0.96969697
0.166666667,0.150684932
0.161290323,0.175438596
0.247706422,0.2
0.157894737,1
0.415137615,1
0.350364964,1
0.185185185,0.82
0.669201521,0.998352554
0.192307692,1
0.447004608,0.168831169
0.164179104,1
0.151515152,0.765217391
0.140243902,0.184466019
0.336283186,0.354609929
0.198113208,1
0.40530303,0.142857143
0.166666667,1
0.139240506,1
0.153846154,1
0.193548387,0.15
0.215976331,0.612590799
0.218518519,1
0.247311828,0.132352941
0.133333333,1
0.196428571,0.698717949
0.492307692,0.141025641
1,1
0.196078431,1
0.497287523,0.149253731
0.628701595,0.137931034
1,1
0.227810651,0.77037037
0.152173913,0.984076433
0.443418014,1
0.203883495,1
0.338095238,0.137931034
0.156862745,1
0.151515152,0.984924623
0.290398126,1
0.239631336,0.162790698
0.161290323,1
0.169139466,1
0.234615385,1
0.178571429,0.155172414
0.137254902,0.492592593
0.162962963,0.735849057
0.166666667,0.53021978
0.655172414,1
0.176470588,1
0.184466019,0.96969697
0.486111111,0.995614035
0.168582375,0.176470588
0.204152249,1
0.235023041,1
0.965853659,0.210884354
0.176470588,0.362637363
0.147058824,1
0.18556701,0.96969697
0.185185185,0.175438596
0.172413793,1
0.19,1
0.151515152,1
0.56097561,1
0.164383562,1
0.166666667,0.629090909
0.189189189,1
0.366972477,1
1,1
0.13592233,1
0.959349593,0.888086643
0.182509506,1
0.965853659,1
0.138888889,1
0.282352941,0.166666667
0.193548387,1
0.154205607,1
0.160714286,1
1,1
0.462311558,0.193548387
0.15,1
0.239631336,0.2
0.935135135,0.336633663
0.176470588,0.140186916
0.191570881,0.372781065
0.162790698,1
0.585271318,0.970684039
0.183333333,0.162790698
0.218045113,0.630573248
0.170138889,0.142857143
1,1
0.192592593,0.148648649
1,1
0.215686275,0.701897019
0.239631336,0.241830065
0.493150685,0.175438596
0.42662116,0.175438596
0.190647482,0.166666667
0.28125,0.160714286
0.189189189,0.144578313
0.153284672,0.2
0.14,0.998029557
0.166666667,0.144230769
0.147058824,1
0.152173913,0.176470588
0.140350877,0.636363636
0.936936937,0.147058824
0.346698113,0.135135135
0.273062731,0.137254902
0.578947368,1
0.203747073,1
0.276978417,0.176470588
0.144444444,0.541284404
0.156862745,0.297766749
0.14028777,1
0.142857143,1
0.148648649,0.150943396
0.144927536,0.358885017
0.992248062,1
0.16730038,1
0.246212121,0.387931034
0.152173913,0.984313725
1,1
0.145454545,0.163636364
0.173144876,1
0.212244898,0.155172414
0.176470588,0.186046512
0.166666667,1
0.151515152,0.98989899
0.457711443,0.134615385
0.16,0.984732824
0.162162162,0.987804878
0.429133858,0.148648649
0.158730159,0.98989899
0.44212963,1
0.151162791,0.981132075
0.193995381,1
0.995454545,0.161290323
0.133333333,1
1,0.163636364
0.184615385,0.576687117
0.151515152,1
0.132075472,0.181818182
0.161290323,1
0.210526316,0.147058824
0.214285714,0.995726496
0.166666667,0.163043478
0.223529412,1
0.995454545,1
0.233128834,1
0.199541284,0.889285714
0.339622642,0.968253968
0.152173913,0.996666667
0.509389671,0.970684039
0.688995215,1
0.184210526,1
0.176470588,1
0.189189189,0.178571429
0.188191882,0.992337165
0.134146341,1
0.189189189,0.189189189
0.249097473,0.15
0.186602871,0.884892086
0.153846154,0.171428571
0.16,0.25
0.146067416,0.774154589
0.161616162,0.814516129
0.445475638,0.98989899
0.166666667,0.914454277
1,0.206489676
0.236024845,0.211111111
0.817351598,0.99122807
0.262962963,1
0.166666667,0.936813187
0.988372093,1
0.166666667,1
0.185714286,0.995726496
0.17791411,1
0.158415842,0.535714286
0.922661871,0.401069519
0.854901961,0.193548387
0.669201521,1
0.152173913,1
0.191780822,1
0.563405797,0.978417266
0.464912281,1
0.189922481,1
0.173333333,0.161290323
0.155555556,1
0.18993135,0.178571429
0.2,1
0.299334812,0.151162791
1,0.152173913
0.140350877,0.151515152
0.373015873,0.175438596
0.178571429,0.163636364
0.350194553,1
0.148148148,0.552752294
0.333333333,0.152542373
0.369747899,0.816176471
0.166666667,0.172413793
0.158682635,1
0.231231231,0.150943396
0.275862069,0.159574468
0.151515152,0.163934426
0.173780488,1
0.244813278,1
0.995215311,0.541284404
0.181818182,1
0.173333333,0.225806452
0.148648649,1
0.153846154,0.98989899
0.144329897,0.183333333
0.162162162,1
0.231012658,0.414035088
0.148148148,1
0.987804878,1
0.995983936,0.465909091
0.194444444,1
0.166666667,0.259504132
0.222222222,1
0.600775194,1
0.151515152,0.145658263
0.163265306,0.361702128
0.199233716,1
0.151515152,0.179775281
0.935135135,0.994505495
0.156862745,0.175438596
0.195652174,0.181818182
0.183333333,1
0.816901408,0.163934426
0.175438596,1
0.151515152,1
0.189189189,0.995495495
0.206060606,1
0.157575758,0.98989899
0.208955224,1
1,0.216216216
0.172661871,0.166666667
0.334851936,0.995192308
0.151515152,1
0.164670659,1
0.142857143,0.401913876
0.161290323,0.189189189
0.251162791,1
0.16,0.998751561
0.173144876,0.153846154
0.201550388,0.162162162
0.203125,0.166666667
0.974193548,1
0.141762452,1
0.624031008,1
0.482435597,0.989304813
0.147058824,1
0.226327945,0.147540984
0.568807339,0.626728111
0.170212766,0.552752294
0.153846154,1
0.580952381,0.161290323
0.528455285,0.16
0.147540984,1
0.290398126,1
0.204705882,1
0.147435897,0.263636364
0.154205607,1
0.138297872,1
0.150442478,0.189655172
0.177700348,1
0.470873786,1
0.212837838,1
0.198501873,1
0.14516129,0.161764706
0.148648649,0.530973451
0.333333333,0.142857143
0.16730038,1
0.141509434,0.15
0.157894737,0.156862745
0.995215311,0.894736842
0.194139194,0.147058824
0.14893617,1
0.162790698,0.15
0.185185185,0.169811321
0.269090909,1
0.510510511,0.98989899
0.243902439,0.166666667
0.189349112,1
0.410958904,0.171717172
0.162790698,0.880636605
0.157407407,0.624584718
0.170149254,1
0.148648649,1
0.144927536,0.145833333
0.156862745,1
0.171875,0.580952381
0.144927536,1
0.152173913,1
0.580952381,0.149253731
0.142857143,0.142857143
0.251732102,0.25
0.162162162,0.137254902
0.206060606,0.203007519
0.183333333,1
0.166666667,1
0.175,0.203883495
0.234756098,0.171428571
0.176470588,1
0.155172414,0.166666667
0.157258065,1
0.741666667,0.152542373
0.14516129,0.144444444
0.214285714,0.14507772
0.178571429,0.151162791
0.166666667,0.728021978
0.169811321,0.359116022
0.166666667,0.797979798
0.189189189,1
0.48,0.399159664
0.414414414,1
0.239631336,1
0.139534884,0.993464052
0.219814241,1
0.251162791,0.919191919
0.148148148,0.832
0.518796992,0.404624277
0.317829457,0.210526316
0.246987952,1
0.669201521,0.165137615
0.472477064,0.163636364
0.173076923,0.157894737
0.251162791,1
0.251082251,0.283018868
0.603846154,1
0.161290323,1
0.272030651,1
0.610983982,0.161290323
0.23297491,1
0.56294964,1
0.192592593,0.144578313
0.478431373,1
0.195804196,1
0.205761317,0.152380952
0.184210526,1
0.162790698,1
0.272727273,0.543577982
0.203703704,1
0.268235294,1
0.2,0.45823389
0.138888889,0.985
0.224683544,1
0.48,1
0.166666667,0.986666667
0.170212766,0.981481481
0.151975684,0.162790698
0.455813953,0.160305344
0.176470588,0.177419355
0.188405797,0.146341463
0.56238698,0.169811321
0.178571429,1
0.317647059,1
0.206060606,0.993103448
0.152173913,0.630573248
0.294663573,0.97979798
0.572992701,0.162162162
0.757847534,0.97979798
0.148648649,0.160714286
0.171171171,0.243986254
0.992818671,0.205882353
0.215053763,0.339920949
0.148148148,0.137254902
0.151515152,1
0.176470588,0.995697383
0.168421053,1
0.948598131,0.153846154
0.580952381,1
0.844327177,0.166666667
0.243986254,1
0.161290323,0.193548387
0.203703704,0.782819117
0.572992701,0.98989899
0.148648649,1
0.632882883,1
0.177419355,0.361702128
0.208333333,0.166666667
0.157303371,0.140350877
0.149425287,0.153846154
0.161904762,1
0.172413793,0.350194553
0.817351598,0.162162162
0.161290323,0.738317757
0.159159159,1
0.624489796,0.993442623
0.353846154,0.541284404
0.148648649,1
0.1875,1
0.2,1
0.142857143,1
0.157894737,1
0.3515625,1
0.14,0.140350877
0.693277311,0.171428571
0.148648649,1
0.216346154,0.998194946
0.161290323,0.155172414
0.820276498,0.993710692
0.512605042,0.834042553
0.580952381,0.803030303
0.828703704,0.508333333
0.25,1
0.134328358,1
0.234513274,0.652866242
0.291044776,1
1,1
1,1
0.303664921,0.134615385
0.192592593,0.794788274
0.395061728,1
0.182926829,0.146186441
0.152173913,0.158730159
0.149253731,1
0.25,0.987551867
0.412639405,1
0.166666667,0.162162162
0.154929577,0.540540541
0.15,0.165997811
0.215328467,0.152173913
0.146341463,0.144736842
0.16918429,1
0.155172414,0.141025641
1,1
0.154798762,1
0.214574899,1
0.193548387,0.137931034
0.166666667,1
0.268585132,0.171428571
0.173780488,0.155555556
1,0.134615385
0.814814815,1
0.176258993,0.158730159
0.166666667,1
0.171875,1
0.688995215,0.147540984
0.333333333,0.98989899
0.97752809,0.140350877
0.14,0.148148148
0.412639405,0.965237543
0.161290323,0.98989899
0.180327869,1
0.15,1
0.154798762,0.157894737
0.178571429,1
0.178571429,1
0.444839858,0.146341463
0.449612403,0.14516129
1,1
0.981651376,0.161764706
0.14516129,1
0.290398126,0.337979094
0.193548387,1
0.18,0.785074627
0.202416918,0.38362069
0.996941896,0.679878049
0.162790698,1
0.554517134,0.690607735
0.193548387,0.208333333
0.197492163,0.161290323
0.151515152,0.148148148
0.18556701,0.172839506
0.251162791,0.148148148
0.172222222,1
0.176470588,0.40652819
0.153846154,1
0.32745098,0.161764706
0.282460137,0.539370079
0.189189189,0.4066103
0.233128834,1
0.340909091,1
0.168582375,1
0.191729323,0.483253589
0.230538922,0.812356979
0.183673469,0.144067797
0.453917051,0.300084531
0.489552239,0.159663866
0.208333333,0.145631068
0.933628319,0.598591549
0.1625,0.996197719
0.166666667,0.477876106
0.153846154,0.137566138
0.512,0.993442623
0.156862745,0.297766749
0.166666667,1
0.152777778,0.181818182
0.162162162,0.997607656
0.164179104,1
0.149425287,0.166666667
0.179487179,0.998021761
0.162790698,0.652968037
0.138888889,0.170212766
0.142857143,0.158730159
0.173076923,0.759825328
1,0.228813559
0.805555556,0.179104478
0.162162162,1
0.669201521,0.161290323
0.169811321,1
0.16091954,0.35989011
0.148648649,1
0.171717172,1
0.166666667,0.146341463
0.163934426,1
0.2,1
1,0.627722772
0.251162791,0.985594238
0.150793651,0.156626506
0.133333333,1
0.166666667,1
0.148148148,0.1375
0.156862745,1
0.166666667,1
0.340314136,0.997767857
0.177419355,0.141025641
0.16,0.162162162
0.162790698,1
0.155172414,1
0.155797101,0.151515152
1,1
0.220417633,0.916030534
0.30859375,0.173913043
1,0.157894737
1,0.98989899
0.2,1
0.167857143,0.1875
0.443418014,0.131578947
0.577981651,0.15
0.425837321,0.541353383
0.631460674,1
0.153846154,1
0.138888889,1
0.48045977,0.466942149
0.157894737,0.404255319
0.138888889,0.63507109
0.140350877,1
0.243902439,1
0.160714286,1
0.155172414,1
0.146788991,0.186046512
0.147540984,0.411347518
0.817351598,0.914772727
0.334532374,1
0.167272727,1
0.937743191,0.147540984
0.56238698,1
0.367816092,0.206642066
0.177358491,0.160714286
0.189189189,0.134615385
0.151515152,1
0.226337449,0.996632997
0.375464684,1
0.156862745,0.1640625
0.161290323,0.153846154
0.14,0.993006993
0.166666667,1
0.194656489,0.205882353
0.23364486,0.208047945
0.282352941,1
0.152173913,1
0.189655172,1
0.155172414,0.174468085
0.192307692,0.827664399
1,0.98989899
0.138888889,1
0.652892562,1
0.161290323,1
0.193548387,1
0.134328358,0.681992337
0.148648649,0.468986384
0.217391304,1
0.14516129,1
0.14516129,0.161290323
0.55234657,0.379310345
0.155172414,0.977198697
0.215686275,0.152173913
0.217391304,1
0.995975855,1
0.161290323,1
0.144927536,0.140350877
0.168421053,1
0.153846154,0.186297152
0.156862745,1
0.166666667,0.702608696
0.25862069,0.125
0.291187739,0.98989899
0.246511628,0.134615385
0.704081633,0.146341463
0.588516746,0.352
0.193548387,1
0.213483146,0.205673759
0.194444444,0.1375
0.154929577,0.161764706
0.189189189,0.151898734
0.688995215,1
0.297297297,0.9
0.339920949,0.16
0.159638554,0.388349515
0.233128834,0.155172414
0.133333333,0.992337165
0.386792453,1
0.160714286,0.162790698
0.162162162,0.137931034
0.171779141,0.780254777
0.166666667,0.546
0.151515152,0.154929577
0.226244344,1
0.215231788,0.149253731
0.239631336,0.286821705
0.152173913,0.97979798
0.14893617,0.141304348
0.163636364,1
0.709016393,0.179104478
0.590361446,0.158730159
0.253846154,0.14507772
0.338582677,0.16
0.181818182,0.291338583
0.201793722,1
0.574561404,0.131782946
0.233128834,0.161290323
0.956616052,1
0.151515152,1
0.171253823,0.134615385
0.1875,1
0.145833333,0.865979381
0.996941896,0.198473282
0.176470588,1
0.160714286,0.159663866
0.817351598,0.149253731
0.163934426,0.99382716
0.161290323,1
0.188087774,1
0.166666667,1
0.512,1
0.443418014,1
0.169811321,0.443396226
,1
,1
,0.14
,0.330935252
,1
,1
,0.164179104
,1
,0.151260504
,1
,1
,0.601648352
,0.162162162
,0.977777778
,0.175438596
,0.98989899
,0.163636364
,0.178217822
,0.135135135
,0.884378844
,1
,0.512195122
,0.153846154
,0.652892562
,0.993865031
,1
,1
,0.138461538
,0.239130435
,0.144927536
,0.194444444
,0.137254902
,0.8
,0.533910534
,0.464944649
,1
,1
,0.25
,0.257142857
,0.171052632
,1
,1
,0.365122616
,1
,0.97979798
,0.814516129
,0.144067797
,1
,0.98989899
,1
,0.27027027
,0.181818182
,0.645308924
,0.138888889
,1
,0.228682171
,1
,0.34006734
,1
,1
,0.304878049
,1
,1
,0.153846154
,0.166666667
,1
,1
,1
,1
,0.360970677
,0.922382671
,0.316069057
,0.146341463
,0.165137615
,0.297029703
,1
,1
,0.165289256
,0.153225806
,1
,0.225852273
,0.301886792
,0.211538462
,0.203125
,1
,0.99382716
,1
,0.175438596
,0.147727273
,0.166666667
,0.162790698
,0.985148515
,1
,1
,0.16
,1
,0.983870968
,1
,1
,0.616504854
,0.163636364
,0.961139896
,0.216216216
,1
,0.568281938
,1
,1
,0.997652582
,1
,0.276470588
,0.992395437
,0.982905983
,0.162162162
,0.153846154
,0.514376997
,1
,0.816384181
,1
,1
,1
,0.504531722
,1
,0.162162162
,1
,0.15
,0.998029557
,1
,0.155172414
,0.166666667
,1
,0.385628743
,0.153846154
,1
,0.221910112
,1
,1
,1
,1
,1
,0.151162791
,1
,1
,0.157142857
,0.140350877
,0.966357309
,1
,0.136645963
,1
,0.177316294
,1
,0.991452991
,0.187134503
,1
,0.199376947
,0.25093633
,1
,0.147058824
,1
,0.138888889
,0.166666667
,1
,1
,1
,0.15
,0.140350877
,1
,0.998211091
,0.145833333
,0.166666667
,1
,1
,1
,1
,1
,1
,1
,1
,0.387323944
,0.995726496
,0.146341463
,1
,0.149253731
,1
,0.163934426
,1
,0.929292929
,1
,0.702608696
,1
,0.287671233
,0.9
,1
,1
,1
,1
,1
,0.195652174
,0.152173913
,1
,1
,1
,0.147058824
,0.162162162
,0.893333333
,1
,0.878787879
,0.192982456
,0.142857143
,0.816384181
,1
,0.154761905
,0.172413793
,0.172413793
,0.98989899
,1
,0.978873239
,1
,1
,1
,1
,1
,1
,1
,0.161290323
,0.151260504
,1
,0.142857143
,0.171875
,1
,0.126582278
,0.152777778
,1
,0.222222222
,0.323275862
,1
,1
,1
,1
,0.686746988
,0.996632997
,0.142857143
,1
,1
,0.606666667
,0.171428571
,1
,0.166666667
,0.149253731
,1
,0.128712871
,1
,0.97979798
,0.399408284
,1
,1
,1
,1
,0.142857143
,0.98989899
,0.846456693
,0.152542373
,1
,1
,0.814516129
,1
,0.996197719
,0.986644407
,0.99197861
,1
,1
,0.161764706
,0.157303371
,1
,0.999014778
,0.16
,0.148148148
,1
,0.73255814
,1
,0.17000364
,1
,1
,0.148648649
,0.98989899
,0.664122137
,1
,0.878787879
,0.316069057
,1
,1
,0.171428571
,0.617021277
,1
,0.161764706
,1
,0.142857143
,0.175
,1
,0.684824903
,0.162162162
,0.149122807
,1
,1
,0.977198697
,0.147540984
,1
,0.171052632
,0.992395437
,0.165137615
,0.994397759
,0.175438596
,0.99122807
,0.144444444
,1
,0.891891892
,1
,1
,1
,1
,1
,0.151898734
,1
,0.99382716
,0.15
,0.140350877
,0.160714286
,0.814393939
,0.560934891
,0.180451128
,1
,1
,0.264
,1
,0.161290323
,1
,0.194444444
,0.281481481
,0.839572193
,0.824742268
,0.993442623
,0.152542373
,0.153846154
,0.193548387
,0.183333333
,0.98989899
,1
,0.437810945
,1
,0.144444444
,0.131578947
,1
,0.262773723
,0.246548323
,1
,1
,0.146341463
,1
,1
,0.181818182
,1
,1
,1
,0.171052632
,0.166666667
,0.225181598
,1
,0.175438596
,0.312195122
,0.656
,0.160714286
,0.315625
,0.206422018
,1
,0.98989899
,0.171171171
,0.153061224
,0.282258065
,1
,1
,1
,1
,1
,0.442307692
,1
,1
,1
,1
,0.196078431
,1
,0.162790698
,0.9
,1
,0.554404145
,1
,0.157894737
,0.741935484
,0.995726496
,0.773462783
,0.166666667
,1
,0.175438596
,1
,1
,1
,1
,0.193548387
,0.222222222
,1
,1
,0.163265306
,1
,1
,1
,0.162162162
,0.149425287
,0.162162162
,0.128205128
,1
,0.154929577
,0.586956522
,1
,0.161290323
,0.15
,0.976510067
,0.157894737
,1
,0.6918429
,0.992125984
,0.99122807
,1
,0.828571429
,0.359861592
,1
,1
,0.993485342
,0.163636364
,0.773972603
,0.535211268
,0.148148148
,1
,0.931034483
,0.2
,1
,0.164179104
,0.169230769
,0.157142857
,0.131578947
,0.176470588
,0.15
,1
,0.917159763
,1
,0.993442623
,0.777292576
,0.834042553
,0.98989899
,1
,0.226950355
,0.171052632
,1
,0.164179104
,0.163043478
,1
,1
,0.189189189
,0.960725076
,0.761047463
,0.47826087
,0.996402878
,1
,1
,0.59347181
,0.489702517
,1
,0.966527197
,0.360655738
,1
,1
,0.525581395
,0.659722222
,0.384615385
,1
,1
,0.527938343
,0.148148148
,0.221428571
,0.586666667
,1
,1
,1
,1
,1
,1
,0.321799308
,0.597674419
,0.997142857
,0.247706422
,0.403636364
,1
,0.529636711
,1
,1
,1
,0.18
,0.394636015
,0.291845494
,1
,0.73553719
,1
,0.159292035
,0.142857143
,0.490990991
,1
,0.33201581
,1
,1
,0.558441558
,0.990610329
,1
,0.852873563
,1
,0.379310345
,0.64664311
,0.164179104
,1
,0.151515152
,0.976744186
,1
,1
,0.220689655
,0.976534296
,0.162162162
,1
,0.990291262
,0.174418605
,1
,1
,0.64028777
,0.135802469
,0.402877698
,0.679633867
,0.529069767
,0.766423358
,1
,0.411764706
,0.364661654
,0.550200803
,1
,0.506944444
,0.155555556
,0.996389892
,1
,0.152173913
,1
,0.572580645
,0.586698337
,0.347169811
,0.998207885
,0.142857143
,0.331147541
,0.754587156
,0.192825112
,1
,1
,1
,1
,0.619217082
,1
,0.339622642
,1
,0.360869565
,1
,0.278745645
,0.412844037
,0.296943231
,1
,1
,1
,0.350393701
,0.177419355
,0.142857143
,0.178571429
,0.168421053
,0.534749035
,1
,0.51953125
,0.852348993
,0.169491525
,1
,0.220720721
,0.193548387
,0.218045113
,0.396694215
,1
,0.801075269
,0.273489933
,0.997142857
,0.679633867
,0.186440678
,0.162162162
,0.495454545
,0.144736842
,1
,0.162162162
,1
,1
,0.214285714
,0.58490566
,0.541033435
,0.56294964
,1
,0.138888889
,0.285714286
,0.136986301
,0.99765808
,0.259259259
,0.238244514
,0.210526316
,0.41314554
,1
,0.227424749
,0.220720721
,0.149253731
,0.51954023
,0.528528529
,0.534749035
,0.791262136
,1
,0.173076923
,0.996409336
,0.166666667
,0.21875
,0.300675676
,0.659722222
,0.141304348
,0.136986301
,0.797814208
,0.153846154
